,Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,Signal,SMA_5,SMA_20,SMA_60,SMA_120
0,2010-09-09,102.5,102.5,101.13999938964844,101.31999969482422,78.49095153808594,26500,,0.0,0.0,,,,
1,2010-09-10,101.68000030517578,101.86000061035156,101.3000030517578,101.77999877929688,78.84730529785156,8600,,0.010320492279817017,0.005733606822120565,,,,
2,2010-09-13,102.95999908447266,103.13999938964844,102.5,103.05999755859376,79.83892059326172,33750,,0.05284304120138472,0.025040752059523903,,,,
3,2010-09-14,102.83999633789062,103.4800033569336,102.37999725341795,103.04000091552734,79.8233871459961,59400,,0.07016611008779705,0.04032711995528039,,,,
4,2010-09-15,102.62000274658205,103.37999725341795,102.4000015258789,103.3000030517578,80.02482604980469,9250,,0.08844811674778441,0.05464202856799577,102.5,,,
5,2010-09-16,103.0199966430664,103.31999969482422,102.6999969482422,103.26000213623048,79.99384307861328,59550,,0.09606508896688126,0.0658699810136994,102.88800048828125,,,
6,2010-09-17,103.87999725341795,103.87999725341795,103.0199966430664,103.36000061035156,80.07129669189453,49350,,0.10382533912498104,0.07547546959484928,103.2040008544922,,,
7,2010-09-20,103.73999786376952,105.04000091552734,103.45999908447266,105.04000091552734,81.3727798461914,19000,,0.1872599445152332,0.10233938102573434,103.60000152587891,,,
8,2010-09-21,105.0199966430664,105.44000244140624,104.27999877929688,104.72000122070312,81.12487030029297,19250,,0.22631125025026222,0.13097749784421497,103.93600158691406,,,
9,2010-09-22,104.55999755859376,105.04000091552734,103.95999908447266,104.16000366210938,80.69105529785156,18100,,0.22187552007785882,0.1513439314475004,104.10800170898438,,,
10,2010-09-23,103.31999969482422,104.33999633789062,103.12000274658205,103.3000030517578,80.02482604980469,33350,,0.16974154512857353,0.1553692241981307,104.11600189208984,,,
11,2010-09-24,103.94000244140624,104.9000015258789,103.86000061035156,104.83999633789062,81.65894317626953,24100,,0.2138035374166094,0.16791846403698724,104.41200103759766,,,
12,2010-09-27,104.9800033569336,104.9800033569336,104.33999633789062,104.33999633789062,81.26947784423828,15000,,0.2154008277467625,0.17796738187967218,104.27200012207031,,,
13,2010-09-28,104.31999969482422,105.0199966430664,103.41999816894533,105.0199966430664,81.79914855957031,49850,72.28917102370079,0.25320902766368647,0.19370799031666472,104.33199920654297,,,
14,2010-09-29,104.58000183105467,104.91999816894533,104.22000122070312,104.5199966430664,81.40971374511719,15900,66.42686794634534,0.24882057556281723,0.2051324705285932,104.40399780273438,,,
15,2010-09-30,105.1999969482422,105.68000030517578,103.95999908447266,104.36000061035156,81.28507232666016,44750,59.002808721619466,0.23265953477908852,0.210797335142211,104.61599731445312,,,
16,2010-10-01,105.08000183105467,105.16000366210938,104.16000366210938,104.72000122070312,81.56546783447266,17100,61.1111279307864,0.23972567872320383,0.2167162868008305,104.59199829101563,,,
17,2010-10-04,105.26000213623048,105.26000213623048,103.5,103.83999633789062,80.88001251220703,88700,53.30069541340546,0.18671009127285743,0.21060495574212093,104.49199829101562,,,
18,2010-10-05,105.0199966430664,106.1999969482422,104.81999969482422,106.12000274658205,82.6559066772461,19850,63.72361378563004,0.28995581498185174,0.2267071851723448,104.71199951171874,,,
19,2010-10-06,106.12000274658205,106.27999877929688,105.62000274658205,105.94000244140624,82.51571655273438,276900,62.28572300502217,0.35429999662054,0.2525233880162441,104.99600067138672,104.00200004577637,,
20,2010-10-07,106.5,106.5,105.31999969482422,105.87999725341795,82.468994140625,49900,54.72970650903831,0.3957977268948838,0.281445010677688,105.3,104.22999992370606,,
21,2010-10-08,106.0199966430664,106.73999786376952,105.66000366210938,106.68000030517578,83.09209442138672,61550,60.47007136248957,0.4768708660109269,0.3208207232211394,105.69199981689454,104.475,,
22,2010-10-11,106.72000122070312,106.83999633789062,106.27999877929688,106.5,82.951904296875,14200,63.02891689917305,0.5218646856204998,0.36126827590992605,106.2240005493164,104.64700012207031,,
23,2010-10-12,106.37999725341795,107.23999786376952,105.73999786376952,107.12000274658205,83.434814453125,42050,71.85351235322817,0.5932739767604289,0.4078895789589329,106.4240005493164,104.85100021362305,,
24,2010-10-13,107.58000183105467,108.27999877929688,107.23999786376952,107.76000213623048,83.93330383300781,74450,68.62244029088933,0.6863120824148012,0.46378524751548983,106.78800048828126,105.07400016784668,,
25,2010-10-14,107.6999969482422,107.81999969482422,106.8000030517578,107.36000061035156,83.6217269897461,19100,69.50901922129106,0.722607787559582,0.5157066784203388,107.08400115966796,105.27900009155273,,
26,2010-10-15,108.04000091552734,108.08000183105467,106.72000122070312,107.55999755859376,83.77751922607422,54950,67.49307733938625,0.7566196582421156,0.5640060551118012,107.26000061035157,105.48899993896484,,
27,2010-10-18,107.62000274658205,108.44000244140624,107.44000244140624,108.33999633789062,84.38504791259766,22850,75.33150862352431,0.8300945615844029,0.6173268939083129,107.62799987792968,105.65399971008301,,
28,2010-10-19,107.13999938964844,107.68000030517578,106.0199966430664,106.62000274658205,83.04534912109375,38550,62.41757541561272,0.7537802189688563,0.6446598546285062,107.52799987792969,105.74899978637696,,
29,2010-10-20,106.94000244140624,108.16000366210938,106.94000244140624,107.76000213623048,83.93330383300781,22800,65.38460053452022,0.7682540451050528,0.6694093310916805,107.52799987792969,105.928999710083,,
30,2010-10-21,108.26000213623048,108.76000213623048,107.3000030517578,107.91999816894533,84.05792999267578,29400,72.2707434492178,0.7823591358913546,0.6920216862434753,107.63999938964847,106.15999946594238,,
31,2010-10-22,108.16000366210938,108.1999969482422,107.94000244140624,108.18000030517578,84.26042175292969,24850,64.42575444460334,0.8034684607982285,0.7143287146031068,107.76399993896487,106.32699966430664,,
32,2010-10-25,109.0199966430664,109.27999877929688,108.45999908447266,108.5,84.5096664428711,29600,67.58240376271746,0.8343823584984165,0.7383546716415992,107.79600067138674,106.53499984741211,,
33,2010-10-26,107.91999816894533,108.55999755859376,107.87999725341795,108.4800033569336,84.49408721923828,15000,67.95586747597376,0.8474361984285252,0.7601820447920546,108.16800079345703,106.70800018310547,,
34,2010-10-27,107.73999786376952,108.22000122070312,107.22000122070312,108.13999938964844,84.22929382324219,17150,60.76696895462529,0.8224305296595418,0.7726367940120559,108.24400024414062,106.88900032043458,,
35,2010-10-28,108.76000213623048,108.81999969482422,107.76000213623048,108.22000122070312,84.29158020019531,19250,62.87427474987436,0.7994172793097647,0.7779946297887146,108.30400085449219,107.08200035095214,,
36,2010-10-29,108.0999984741211,108.41999816894533,108.0,108.3000030517578,84.3539047241211,13400,59.60913590156807,0.7782587033856032,0.778047458223138,108.3280014038086,107.26100044250488,,
37,2010-11-01,108.91999816894533,109.41999816894533,107.76000213623048,108.36000061035156,84.40062713623047,51550,55.39567950447256,0.7573064888716345,0.7738984026277039,108.30000152587891,107.48700065612793,,
38,2010-11-02,109.22000122070312,109.41999816894533,108.86000061035156,109.1999969482422,85.05489349365234,26100,65.33334181046008,0.7961551713358404,0.7783504961002417,108.44400024414062,107.64100036621093,,
39,2010-11-03,109.41999816894533,109.66000366210938,108.31999969482422,109.66000366210938,85.41320037841797,31850,66.77322640796578,0.8525637439199301,0.7931951188529942,108.74800109863281,107.82700042724609,,
40,2010-11-04,110.9000015258789,111.8000030517578,110.73999786376952,111.72000122070312,87.01773834228516,49000,72.41384544087627,1.0448128262951286,0.8435240122273467,109.44800109863282,108.11900062561035,,
41,2010-11-05,111.9000015258789,112.3000030517578,111.68000030517578,112.16000366210938,87.36041259765625,48300,94.24919349039804,1.2171604646710392,0.9182576603517534,110.22000122070312,108.39300079345703,,
